恭王府,什刹海,505,0.90990990991,555,863
后三海,后海,156,1.0,156,809
什刹海茶艺酒吧街,后海,10,1.0,10,809
银锭桥,后海,78,0.896551724138,87,809
前海,后海,584,0.976588628763,598,809
荷花市场,后海,48,0.842105263158,57,809
东棉花胡同,南锣鼓巷,11,1.0,11,867
南官房胡同,后海,12,1.0,12,809
西海,后海,568,0.998242530756,569,809
茅盾故居,南锣鼓巷,15,0.833333333333,18,867
帽儿胡同,南锣鼓巷,27,0.964285714286,28,867
梅兰芳纪念馆,什刹海,17,0.894736842105,19,863
西海,后三海,156,1.0,569,156
宋庆龄故居,什刹海,98,0.823529411765,119,863
鸦儿胡同,南锣鼓巷,330,0.810810810811,407,867
后三海,什刹海,156,1.0,156,863
银锭桥,什刹海,74,0.850574712644,87,863
鸦儿胡同,烟袋斜街,407,1.0,407,433
后三海,前海,156,1.0,156,598
烟袋斜街,东棉花胡同,10,0.909090909091,433,11
西海,什刹海,568,0.998242530756,569,863
什刹海,前海,594,0.993311036789,863,598
南官房胡同,银锭桥,10,0.833333333333,12,87
荷花市场,什刹海,55,0.964912280702,57,863
西海,前海,568,0.998242530756,569,598
