南湖岛,颐和园,67,1.0,67,926
乐寿堂,圆明园,65,0.822784810127,79,743
大学,清华大学,411,0.772556390977,599,532
南湖岛,清华大学,38,0.567164179104,67,532
圆明园,清华大学,513,0.964285714286,743,532
十七孔桥,东堤,14,1.0,77,14
中国人民大学,大学,15,0.833333333333,18,599
乐寿堂,十七孔桥,55,0.714285714286,79,77
乐寿堂,大学,42,0.53164556962,79,599
乐寿堂,清华大学,48,0.607594936709,79,532
十七孔桥,仁寿殿,57,0.74025974026,77,78
十七孔桥,圆明园,65,0.844155844156,77,743
颐和园,五道口,50,0.724637681159,926,69
仁寿殿,圆明园,68,0.871794871795,78,743
十七孔桥,大学,42,0.545454545455,77,599
颐和园,清华大学,505,0.949248120301,926,532
东堤,圆明园,11,0.785714285714,14,743
仁寿殿,清华大学,50,0.641025641026,78,532
圆明园,五道口,50,0.724637681159,743,69
昆明湖,清华大学,53,0.535353535354,99,532
大学,佛香阁,57,0.508928571429,599,112
十七孔桥,颐和园,77,1.0,77,926
中国人民大学,圆明园,12,0.666666666667,18,743
乐寿堂,佛香阁,73,0.924050632911,79,112
南湖岛,佛香阁,55,0.820895522388,67,112
仁寿殿,颐和园,77,0.987179487179,78,926
玉泉山,圆明园,31,0.62,50,743
五道口,清华大学,47,0.68115942029,69,532
昆明湖,东堤,14,1.0,99,14
颐和园,佛香阁,111,0.991071428571,926,112
玉泉山,颐和园,50,1.0,50,926
大学,南湖岛,35,0.522388059701,599,67
乐寿堂,颐和园,77,0.974683544304,79,926
佛香阁,清华大学,63,0.5625,112,532
仁寿殿,佛香阁,77,0.987179487179,78,112
仁寿殿,大学,45,0.576923076923,78,599
东堤,颐和园,14,1.0,14,926
圆明园,佛香阁,89,0.794642857143,743,112
昆明湖,颐和园,97,0.979797979798,99,926
中国人民大学,颐和园,11,0.611111111111,18,926
昆明湖,圆明园,74,0.747474747475,99,743
颐和园,展览馆,33,0.507692307692,926,65
十七孔桥,佛香阁,61,0.792207792208,77,112
南湖岛,东堤,14,1.0,67,14
大学,东堤,10,0.714285714286,599,14
中国人民大学,清华大学,13,0.722222222222,18,532
十七孔桥,清华大学,46,0.597402597403,77,532
仁寿殿,南湖岛,53,0.791044776119,78,67
颐和园,圆明园,712,0.958277254374,926,743
大学,颐和园,489,0.816360601002,599,926
乐寿堂,南湖岛,52,0.776119402985,79,67
南湖岛,圆明园,56,0.835820895522,67,743
十七孔桥,南湖岛,64,0.955223880597,77,67
大学,圆明园,451,0.752921535893,599,743
乐寿堂,仁寿殿,72,0.923076923077,79,78
大学,五道口,43,0.623188405797,599,69
