首都博物馆,方家胡同,18,0.5,216,36
地坛公园,雍和宫,69,0.69696969697,99,530
安定门,五道营胡同,20,0.833333333333,382,24
首都博物馆,雍和宫,153,0.708333333333,216,530
安定门,雍和宫,293,0.767015706806,382,530
雍和宫,五道营胡同,20,0.833333333333,530,24
首都博物馆,五道营胡同,12,0.5,216,24
地坛公园,地坛庙会,17,0.944444444444,99,18
首都博物馆,安定门,169,0.782407407407,216,382
首都博物馆,国子监,171,0.791666666667,216,369
方家胡同,雍和宫,29,0.805555555556,36,530
方家胡同,国子监,23,0.638888888889,36,369
国子监,五道营胡同,17,0.708333333333,369,24
雍和宫,国子监,327,0.886178861789,530,369
地坛公园,国子监,59,0.59595959596,99,369
地坛公园,安定门,80,0.808080808081,99,382
安定门,国子监,313,0.848238482385,382,369
方家胡同,安定门,28,0.777777777778,36,382
