中国历史博物馆,220,0.964912280702,1388,228
国家博物馆,226,0.833948339483,1388,271
法定,95,0.87962962963,1388,108
服饰,21,0.807692307692,1388,26
编辑,10,0.833333333333,1388,12
锡庆,8,1.0,1388,8
绿地,105,0.889830508475,1388,118
心脏,779,0.99362244898,1388,784
改扩建,35,1.0,1388,35
美术馆,513,0.936131386861,1388,548
节日,95,0.940594059406,1388,101
基础,220,0.932203389831,1388,236
广电,5,0.833333333333,1388,6
集会,780,0.957055214724,1388,815
水井,532,0.994392523364,1388,535
公主府,532,0.998123827392,1388,533
王府井大街,583,0.800824175824,1388,728
地带,784,0.902186421174,1388,869
东方新天地,34,0.944444444444,1388,36
摩托罗拉,5,1.0,1388,5
宗旨,15,0.833333333333,1388,18
口供,532,0.998123827392,1388,533
贞顺,6,1.0,1388,6
华龙,40,0.952380952381,1388,42
盛大,780,0.960591133005,1388,812
甘雨,32,0.969696969697,1388,33
