中国历史博物馆,227,0.995614035088,1345,228
团体,26,0.8125,1345,32
宗旨,15,0.833333333333,1345,18
国家博物馆,237,0.874538745387,1345,271
江米,28,0.903225806452,1345,31
法定,95,0.87962962963,1345,108
探索者,49,1.0,1345,49
重地,34,0.971428571429,1345,35
编辑,11,0.916666666667,1345,12
人民英雄纪念碑,400,0.970873786408,1345,412
老舍,49,0.924528301887,1345,53
改革,50,0.806451612903,1345,62
中华路,29,0.90625,1345,32
东江,26,1.0,1345,26
绿地,104,0.881355932203,1345,118
心脏,779,0.99362244898,1345,784
改扩建,35,1.0,1345,35
运地,27,1.0,1345,27
节日,94,0.930693069307,1345,101
基础,220,0.932203389831,1345,236
风雨,91,1.0,1345,91
门楼,52,0.866666666667,1345,60
孑然,47,1.0,1345,47
雄威,47,1.0,1345,47
知青,49,0.98,1345,50
编码,6,0.857142857143,1345,7
集会,812,0.996319018405,1345,815
侧,49,0.942307692308,1345,52
毛主席纪念堂,401,0.963942307692,1345,416
南湾,13,0.8125,1345,16
地带,798,0.91829689298,1345,869
正方形,324,0.996923076923,1345,325
尹盛喜,49,1.0,1345,49
华龙,40,0.952380952381,1345,42
盛大,812,1.0,1345,812
甘雨,31,0.939393939394,1345,33
