现役,54,0.964285714286,896,56
城门,318,0.940828402367,896,338
包存水,8,1.0,896,8
重地,34,0.971428571429,896,35
南北向,38,0.904761904762,896,42
中华路,29,0.90625,896,32
地位,318,0.975460122699,896,326
中华人民共和国,291,0.866071428571,896,336
仪仗,33,1.0,896,33
男女,8,0.888888888889,896,9
开国,12,0.857142857143,896,14
典礼,10,0.909090909091,896,11
戟,35,0.972222222222,896,36
後,5,1.0,896,5
风雨,91,1.0,896,91
太庙,40,0.975609756098,896,41
世人,318,0.996865203762,896,319
北安,64,0.941176470588,896,68
祖,35,0.921052631579,896,38
劳动人民文化宫,8,1.0,896,8
祖国,40,0.851063829787,896,47
城楼,379,0.82932166302,896,457
帘子,6,0.857142857143,896,7
天门,66,0.825,896,80
