景点名称	频数	景点名称	频数	共现频数	MAXC	MINC	景点名称	景点名称	共现频数	MAXC	MINC
宋庆龄故居	119	前海	598	72	0.605042017	0.120401338	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Qainhai Lake	72	0.605042017	0.120401338
宋庆龄故居	119	西海	569	66	0.554621849	0.11599297	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Beijing West Lakes Xi Hai	66	0.554621849	0.11599297
宋庆龄故居	119	南锣鼓巷	867	62	0.521008403	0.071510957	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Nanluoguxiang	62	0.521008403	0.071510957
宋庆龄故居	119	恭王府	555	57	0.478991597	0.102702703	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Gong Wang Fu	57	0.478991597	0.102702703
宋庆龄故居	119	烟袋斜街	433	55	0.462184874	0.127020785	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Yandai Xie Street	55	0.462184874	0.127020785
宋庆龄故居	119	鸦儿胡同	407	51	0.428571429	0.125307125	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Ya er Hutong	51	0.428571429	0.125307125
宋庆龄故居	119	故宫	1155	38	0.319327731	0.032900433	Peking Former Residence of Soong Ching Ling Song Qingling Guju	The Palace Museum	38	0.319327731	0.032900433
宋庆龄故居	119	长安街	1388	33	0.277310924	0.023775216	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Chang an Street	33	0.277310924	0.023775216
宋庆龄故居	119	天安门广场	1345	32	0.268907563	0.023791822	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Tiananmen Square Tiananmen Guangchang	32	0.268907563	0.023791822
宋庆龄故居	119	天安门	896	29	0.243697479	0.032366071	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Gate of Heavenly Peace Tian an Men	29	0.243697479	0.032366071
宋庆龄故居	119	北海公园	533	22	0.18487395	0.041275797	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Beihai Park Beihai Gongyuan	22	0.18487395	0.041275797
宋庆龄故居	119	文津街	482	21	0.176470588	0.043568465	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Wenjin Street	21	0.176470588	0.043568465
宋庆龄故居	119	雍和宫	530	20	0.168067227	0.037735849	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Lama Temple Yonghegong	20	0.168067227	0.037735849
宋庆龄故居	119	天坛	1115	20	0.168067227	0.01793722	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Temple of Heaven Tiantan Park	20	0.168067227	0.01793722
宋庆龄故居	119	景山公园	408	20	0.168067227	0.049019608	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Jingshan Park Jingshan Gongyuan	20	0.168067227	0.049019608
宋庆龄故居	119	鸟巢	787	20	0.168067227	0.025412961	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Niaochao National Stadium	20	0.168067227	0.025412961
宋庆龄故居	119	北京大学	1023	18	0.151260504	0.017595308	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Peking University Beijing Da Xue	18	0.151260504	0.017595308
宋庆龄故居	119	奥林匹克公园	745	18	0.151260504	0.024161074	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Olympic Park	18	0.151260504	0.024161074
宋庆龄故居	119	王府井	897	17	0.142857143	0.018952062	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Wangfujing Main Streeet	17	0.142857143	0.018952062
宋庆龄故居	119	水立方	652	17	0.142857143	0.02607362	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Water Cube	17	0.142857143	0.02607362
宋庆龄故居	119	国子监	369	16	0.134453782	0.043360434	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Guo Zi Jian The Imperial College	16	0.134453782	0.043360434
宋庆龄故居	119	商业街	743	15	0.12605042	0.020188425	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Commercial Street	15	0.12605042	0.020188425
宋庆龄故居	119	后三海	156	15	0.12605042	0.096153846	Peking Former Residence of Soong Ching Ling Song Qingling Guju	The Three Rear Lakes Housanhai	15	0.12605042	0.096153846
宋庆龄故居	119	大栅栏	550	14	0.117647059	0.025454545	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Dashilan	14	0.117647059	0.025454545
宋庆龄故居	119	安定门	382	14	0.117647059	0.036649215	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Ding anmen	14	0.117647059	0.036649215
宋庆龄故居	119	王府井大街	728	12	0.100840336	0.016483516	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Wangfujing Street	12	0.100840336	0.016483516
宋庆龄故居	119	八达岭	702	11	0.092436975	0.015669516	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Badaling National Forest Park	11	0.092436975	0.015669516
宋庆龄故居	119	毛主席纪念堂	416	11	0.092436975	0.026442308	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Chairman Mao Memorial Hall Maozhuxi Jiniantang	11	0.092436975	0.026442308
宋庆龄故居	119	人民英雄纪念碑	412	11	0.092436975	0.026699029	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Monument of the People s Heroes	11	0.092436975	0.026699029
宋庆龄故居	119	首都博物馆	216	10	0.084033613	0.046296296	Peking Former Residence of Soong Ching Ling Song Qingling Guju	Beijing Capital Museum	10	0.084033613	0.046296296
午门	115	故宫	1155	114	0.991304348	0.098701299	Meridian Gate Wu Men	The Palace Museum	114	0.991304348	0.098701299
午门	115	长安街	1388	86	0.747826087	0.061959654	Meridian Gate Wu Men	Chang an Street	86	0.747826087	0.061959654
午门	115	天安门广场	1345	86	0.747826087	0.06394052	Meridian Gate Wu Men	Tiananmen Square Tiananmen Guangchang	86	0.747826087	0.06394052
午门	115	天安门	896	86	0.747826087	0.095982143	Meridian Gate Wu Men	Gate of Heavenly Peace Tian an Men	86	0.747826087	0.095982143
午门	115	景山公园	408	55	0.47826087	0.134803922	Meridian Gate Wu Men	Jingshan Park Jingshan Gongyuan	55	0.47826087	0.134803922
午门	115	北海公园	533	53	0.460869565	0.099437148	Meridian Gate Wu Men	Beihai Park Beihai Gongyuan	53	0.460869565	0.099437148
午门	115	文津街	482	51	0.443478261	0.105809129	Meridian Gate Wu Men	Wenjin Street	51	0.443478261	0.105809129
午门	115	王府井	897	43	0.373913043	0.04793757	Meridian Gate Wu Men	Wangfujing Main Streeet	43	0.373913043	0.04793757
午门	115	人民英雄纪念碑	412	40	0.347826087	0.097087379	Meridian Gate Wu Men	Monument of the People s Heroes	40	0.347826087	0.097087379
午门	115	毛主席纪念堂	416	40	0.347826087	0.096153846	Meridian Gate Wu Men	Chairman Mao Memorial Hall Maozhuxi Jiniantang	40	0.347826087	0.096153846
午门	115	王府井大街	728	32	0.27826087	0.043956044	Meridian Gate Wu Men	Wangfujing Street	32	0.27826087	0.043956044
午门	115	人民大会堂	423	31	0.269565217	0.073286052	Meridian Gate Wu Men	Great Hall of the People Renmin Dahuitang	31	0.269565217	0.073286052
午门	115	南锣鼓巷	867	31	0.269565217	0.035755479	Meridian Gate Wu Men	Nanluoguxiang	31	0.269565217	0.035755479
午门	115	后海	809	30	0.260869565	0.037082818	Meridian Gate Wu Men	Back Lakes Hou Hai	30	0.260869565	0.037082818
午门	115	天坛	1115	29	0.252173913	0.026008969	Meridian Gate Wu Men	Temple of Heaven Tiantan Park	29	0.252173913	0.026008969
午门	115	王府井商业街	644	29	0.252173913	0.045031056	Meridian Gate Wu Men	Wangfujing Commercial Street	29	0.252173913	0.045031056
午门	115	什刹海	863	28	0.243478261	0.032444959	Meridian Gate Wu Men	Shichahai Scenic Resort	28	0.243478261	0.032444959
午门	115	国家博物馆	271	23	0.2	0.084870849	Meridian Gate Wu Men	National Museum Of China	23	0.2	0.084870849
午门	115	商业街	743	23	0.2	0.030955585	Meridian Gate Wu Men	Commercial Street	23	0.2	0.030955585
午门	115	前海	598	23	0.2	0.038461538	Meridian Gate Wu Men	Qainhai Lake	23	0.2	0.038461538
午门	115	西海	569	22	0.191304348	0.038664323	Meridian Gate Wu Men	Beijing West Lakes Xi Hai	22	0.191304348	0.038664323
午门	115	大栅栏	550	19	0.165217391	0.034545455	Meridian Gate Wu Men	Dashilan	19	0.165217391	0.034545455
午门	115	箭楼	512	19	0.165217391	0.037109375	Meridian Gate Wu Men	Jianlou	19	0.165217391	0.037109375
午门	115	正阳门	502	19	0.165217391	0.037848606	Meridian Gate Wu Men	Qianmen	19	0.165217391	0.037848606
午门	115	恭王府	555	19	0.165217391	0.034234234	Meridian Gate Wu Men	Gong Wang Fu	19	0.165217391	0.034234234
午门	115	中国历史博物馆	228	16	0.139130435	0.070175439	Meridian Gate Wu Men	Museum of Chinese History Zhongguo Lishi Bowuguan	16	0.139130435	0.070175439
午门	115	祈年殿	555	12	0.104347826	0.021621622	Meridian Gate Wu Men	Hall of Prayer for Good Harvest	12	0.104347826	0.021621622
午门	115	皇穹宇	550	12	0.104347826	0.021818182	Meridian Gate Wu Men	Imperial Vault of Heaven	12	0.104347826	0.021818182
午门	115	国家大剧院	159	12	0.104347826	0.075471698	Meridian Gate Wu Men	National Center for the Performing Arts	12	0.104347826	0.075471698
午门	115	烟袋斜街	433	11	0.095652174	0.025404157	Meridian Gate Wu Men	Yandai Xie Street	11	0.095652174	0.025404157
佛香阁	112	颐和园	926	112	1	0.120950324	Tower of Buddhist Incense Summer Palace	Summer Palace Yiheyuan	112	1	0.120950324
佛香阁	112	圆明园	743	90	0.803571429	0.121130552	Tower of Buddhist Incense Summer Palace	Old Summer Palace Yuanmingyuan	90	0.803571429	0.121130552
佛香阁	112	北京大学	1023	76	0.678571429	0.0742913	Tower of Buddhist Incense Summer Palace	Peking University Beijing Da Xue	76	0.678571429	0.0742913
佛香阁	112	清华大学	532	64	0.571428571	0.120300752	Tower of Buddhist Incense Summer Palace	Tsinghua University	64	0.571428571	0.120300752
佛香阁	112	大学	599	57	0.508928571	0.095158598	Tower of Buddhist Incense Summer Palace	University	57	0.508928571	0.095158598
佛香阁	112	鸟巢	787	33	0.294642857	0.041931385	Tower of Buddhist Incense Summer Palace	Niaochao National Stadium	33	0.294642857	0.041931385
佛香阁	112	奥林匹克公园	745	32	0.285714286	0.04295302	Tower of Buddhist Incense Summer Palace	Olympic Park	32	0.285714286	0.04295302
佛香阁	112	水立方	652	27	0.241071429	0.041411043	Tower of Buddhist Incense Summer Palace	Water Cube	27	0.241071429	0.041411043
佛香阁	112	王府井	897	20	0.178571429	0.022296544	Tower of Buddhist Incense Summer Palace	Wangfujing Main Streeet	20	0.178571429	0.022296544
佛香阁	112	故宫	1155	19	0.169642857	0.016450216	Tower of Buddhist Incense Summer Palace	The Palace Museum	19	0.169642857	0.016450216
佛香阁	112	长安街	1388	16	0.142857143	0.011527378	Tower of Buddhist Incense Summer Palace	Chang an Street	16	0.142857143	0.011527378
佛香阁	112	天坛	1115	16	0.142857143	0.014349776	Tower of Buddhist Incense Summer Palace	Temple of Heaven Tiantan Park	16	0.142857143	0.014349776
佛香阁	112	天安门广场	1345	16	0.142857143	0.011895911	Tower of Buddhist Incense Summer Palace	Tiananmen Square Tiananmen Guangchang	16	0.142857143	0.011895911
佛香阁	112	大栅栏	550	14	0.125	0.025454545	Tower of Buddhist Incense Summer Palace	Dashilan	14	0.125	0.025454545
佛香阁	112	商业街	743	12	0.107142857	0.01615074	Tower of Buddhist Incense Summer Palace	Commercial Street	12	0.107142857	0.01615074
佛香阁	112	天安门	896	10	0.089285714	0.011160714	Tower of Buddhist Incense Summer Palace	Gate of Heavenly Peace Tian an Men	10	0.089285714	0.011160714
神武门	102	午门	115	78	0.764705882	0.67826087	Gate of Divie Prowess	Meridian Gate Wu Men	78	0.764705882	0.67826087
神武门	102	天安门广场	1345	78	0.764705882	0.057992565	Gate of Divie Prowess	Tiananmen Square Tiananmen Guangchang	78	0.764705882	0.057992565
神武门	102	长安街	1388	76	0.745098039	0.054755043	Gate of Divie Prowess	Chang an Street	76	0.745098039	0.054755043
神武门	102	天安门	896	74	0.725490196	0.082589286	Gate of Divie Prowess	Gate of Heavenly Peace Tian an Men	74	0.725490196	0.082589286
神武门	102	景山公园	408	57	0.558823529	0.139705882	Gate of Divie Prowess	Jingshan Park Jingshan Gongyuan	57	0.558823529	0.139705882
神武门	102	北海公园	533	47	0.460784314	0.088180113	Gate of Divie Prowess	Beihai Park Beihai Gongyuan	47	0.460784314	0.088180113
神武门	102	文津街	482	44	0.431372549	0.091286307	Gate of Divie Prowess	Wenjin Street	44	0.431372549	0.091286307
神武门	102	王府井	897	40	0.392156863	0.044593088	Gate of Divie Prowess	Wangfujing Main Streeet	40	0.392156863	0.044593088
神武门	102	毛主席纪念堂	416	35	0.343137255	0.084134615	Gate of Divie Prowess	Chairman Mao Memorial Hall Maozhuxi Jiniantang	35	0.343137255	0.084134615
神武门	102	人民英雄纪念碑	412	32	0.31372549	0.077669903	Gate of Divie Prowess	Monument of the People s Heroes	32	0.31372549	0.077669903
神武门	102	人民大会堂	423	28	0.274509804	0.066193853	Gate of Divie Prowess	Great Hall of the People Renmin Dahuitang	28	0.274509804	0.066193853
神武门	102	王府井大街	728	28	0.274509804	0.038461538	Gate of Divie Prowess	Wangfujing Street	28	0.274509804	0.038461538
神武门	102	王府井商业街	644	28	0.274509804	0.043478261	Gate of Divie Prowess	Wangfujing Commercial Street	28	0.274509804	0.043478261
神武门	102	南锣鼓巷	867	24	0.235294118	0.027681661	Gate of Divie Prowess	Nanluoguxiang	24	0.235294118	0.027681661
神武门	102	商业街	743	24	0.235294118	0.03230148	Gate of Divie Prowess	Commercial Street	24	0.235294118	0.03230148
神武门	102	天坛	1115	23	0.225490196	0.020627803	Gate of Divie Prowess	Temple of Heaven Tiantan Park	23	0.225490196	0.020627803
神武门	102	后海	809	23	0.225490196	0.028430161	Gate of Divie Prowess	Back Lakes Hou Hai	23	0.225490196	0.028430161
神武门	102	什刹海	863	23	0.225490196	0.026651217	Gate of Divie Prowess	Shichahai Scenic Resort	23	0.225490196	0.026651217
神武门	102	正阳门	502	21	0.205882353	0.041832669	Gate of Divie Prowess	Qianmen	21	0.205882353	0.041832669
神武门	102	大栅栏	550	20	0.196078431	0.036363636	Gate of Divie Prowess	Dashilan	20	0.196078431	0.036363636
神武门	102	箭楼	512	20	0.196078431	0.0390625	Gate of Divie Prowess	Jianlou	20	0.196078431	0.0390625
神武门	102	国家博物馆	271	19	0.18627451	0.070110701	Gate of Divie Prowess	National Museum Of China	19	0.18627451	0.070110701
神武门	102	前海	598	19	0.18627451	0.031772575	Gate of Divie Prowess	Qainhai Lake	19	0.18627451	0.031772575
神武门	102	西海	569	18	0.176470588	0.031634446	Gate of Divie Prowess	Beijing West Lakes Xi Hai	18	0.176470588	0.031634446
神武门	102	恭王府	555	14	0.137254902	0.025225225	Gate of Divie Prowess	Gong Wang Fu	14	0.137254902	0.025225225
神武门	102	北京大学	1023	11	0.107843137	0.010752688	Gate of Divie Prowess	Peking University Beijing Da Xue	11	0.107843137	0.010752688
神武门	102	国家大剧院	159	11	0.107843137	0.06918239	Gate of Divie Prowess	National Center for the Performing Arts	11	0.107843137	0.06918239
神武门	102	中国历史博物馆	228	10	0.098039216	0.043859649	Gate of Divie Prowess	Museum of Chinese History Zhongguo Lishi Bowuguan	10	0.098039216	0.043859649
神武门	102	故宫	1155	102	1	0.088311688	Gate of Divie Prowess	The Palace Museum	102	1	0.088311688
地坛公园	99	安定门	382	80	0.808080808	0.209424084	Ditan Park	Ding anmen	80	0.808080808	0.209424084
地坛公园	99	雍和宫	530	70	0.707070707	0.132075472	Ditan Park	Lama Temple Yonghegong	70	0.707070707	0.132075472
地坛公园	99	国子监	369	59	0.595959596	0.159891599	Ditan Park	Guo Zi Jian The Imperial College	59	0.595959596	0.159891599
地坛公园	99	南锣鼓巷	867	41	0.414141414	0.047289504	Ditan Park	Nanluoguxiang	41	0.414141414	0.047289504
地坛公园	99	首都博物馆	216	34	0.343434343	0.157407407	Ditan Park	Beijing Capital Museum	34	0.343434343	0.157407407
地坛公园	99	什刹海	863	31	0.313131313	0.035921205	Ditan Park	Shichahai Scenic Resort	31	0.313131313	0.035921205
地坛公园	99	后海	809	28	0.282828283	0.03461063	Ditan Park	Back Lakes Hou Hai	28	0.282828283	0.03461063
地坛公园	99	簋街	260	23	0.232323232	0.088461538	Ditan Park	Ghost Street Gui Jie	23	0.232323232	0.088461538
地坛公园	99	烟袋斜街	433	23	0.232323232	0.053117783	Ditan Park	Yandai Xie Street	23	0.232323232	0.053117783
地坛公园	99	鸦儿胡同	407	22	0.222222222	0.054054054	Ditan Park	Ya er Hutong	22	0.222222222	0.054054054
地坛公园	99	前海	598	21	0.212121212	0.035117057	Ditan Park	Qainhai Lake	21	0.212121212	0.035117057
地坛公园	99	西海	569	21	0.212121212	0.036906854	Ditan Park	Beijing West Lakes Xi Hai	21	0.212121212	0.036906854
地坛公园	99	长安街	1388	21	0.212121212	0.015129683	Ditan Park	Chang an Street	21	0.212121212	0.015129683
地坛公园	99	天坛	1115	20	0.202020202	0.01793722	Ditan Park	Temple of Heaven Tiantan Park	20	0.202020202	0.01793722
地坛公园	99	王府井	897	20	0.202020202	0.022296544	Ditan Park	Wangfujing Main Streeet	20	0.202020202	0.022296544
地坛公园	99	恭王府	555	18	0.181818182	0.032432432	Ditan Park	Gong Wang Fu	18	0.181818182	0.032432432
地坛公园	99	天安门广场	1345	17	0.171717172	0.012639405	Ditan Park	Tiananmen Square Tiananmen Guangchang	17	0.171717172	0.012639405
地坛公园	99	鸟巢	787	15	0.151515152	0.01905972	Ditan Park	Niaochao National Stadium	15	0.151515152	0.01905972
地坛公园	99	故宫	1155	15	0.151515152	0.012987013	Ditan Park	The Palace Museum	15	0.151515152	0.012987013
地坛公园	99	王府井大街	728	14	0.141414141	0.019230769	Ditan Park	Wangfujing Street	14	0.141414141	0.019230769
地坛公园	99	王府井商业街	644	14	0.141414141	0.02173913	Ditan Park	Wangfujing Commercial Street	14	0.141414141	0.02173913
地坛公园	99	奥林匹克公园	745	12	0.121212121	0.016107383	Ditan Park	Olympic Park	12	0.121212121	0.016107383
地坛公园	99	皇穹宇	550	12	0.121212121	0.021818182	Ditan Park	Imperial Vault of Heaven	12	0.121212121	0.021818182
地坛公园	99	北海公园	533	12	0.121212121	0.022514071	Ditan Park	Beihai Park Beihai Gongyuan	12	0.121212121	0.022514071
地坛公园	99	天安门	896	12	0.121212121	0.013392857	Ditan Park	Gate of Heavenly Peace Tian an Men	12	0.121212121	0.013392857
地坛公园	99	北京大学	1023	12	0.121212121	0.011730205	Ditan Park	Peking University Beijing Da Xue	12	0.121212121	0.011730205
地坛公园	99	祈年殿	555	12	0.121212121	0.021621622	Ditan Park	Hall of Prayer for Good Harvest	12	0.121212121	0.021621622
地坛公园	99	水立方	652	11	0.111111111	0.016871166	Ditan Park	Water Cube	11	0.111111111	0.016871166
地坛公园	99	文津街	482	10	0.101010101	0.020746888	Ditan Park	Wenjin Street	10	0.101010101	0.020746888
地坛公园	99	大栅栏	550	10	0.101010101	0.018181818	Ditan Park	Dashilan	10	0.101010101	0.018181818
昆明湖	99	颐和园	926	98	0.98989899	0.105831533	Kunming Lake	Summer Palace Yiheyuan	98	0.98989899	0.105831533
昆明湖	99	圆明园	743	74	0.747474747	0.099596231	Kunming Lake	Old Summer Palace Yuanmingyuan	74	0.747474747	0.099596231
昆明湖	99	北京大学	1023	66	0.666666667	0.064516129	Kunming Lake	Peking University Beijing Da Xue	66	0.666666667	0.064516129
昆明湖	99	清华大学	532	53	0.535353535	0.09962406	Kunming Lake	Tsinghua University	53	0.535353535	0.09962406
昆明湖	99	大学	599	38	0.383838384	0.063439065	Kunming Lake	University	38	0.383838384	0.063439065
昆明湖	99	佛香阁	112	34	0.343434343	0.303571429	Kunming Lake	Tower of Buddhist Incense Summer Palace	34	0.343434343	0.303571429
昆明湖	99	奥林匹克公园	745	29	0.292929293	0.038926174	Kunming Lake	Olympic Park	29	0.292929293	0.038926174
昆明湖	99	鸟巢	787	29	0.292929293	0.036848793	Kunming Lake	Niaochao National Stadium	29	0.292929293	0.036848793
昆明湖	99	水立方	652	19	0.191919192	0.029141104	Kunming Lake	Water Cube	19	0.191919192	0.029141104
昆明湖	99	天坛	1115	12	0.121212121	0.010762332	Kunming Lake	Temple of Heaven Tiantan Park	12	0.121212121	0.010762332
昆明湖	99	王府井	897	11	0.111111111	0.012263099	Kunming Lake	Wangfujing Main Streeet	11	0.111111111	0.012263099
昆明湖	99	长安街	1388	11	0.111111111	0.007925072	Kunming Lake	Chang an Street	11	0.111111111	0.007925072
昆明湖	99	天安门广场	1345	11	0.111111111	0.008178439	Kunming Lake	Tiananmen Square Tiananmen Guangchang	11	0.111111111	0.008178439
昆明湖	99	故宫	1155	10	0.101010101	0.008658009	Kunming Lake	The Palace Museum	10	0.101010101	0.008658009
钟鼓楼	95	南锣鼓巷	867	45	0.473684211	0.051903114	Bell and Drum Towers	Nanluoguxiang	45	0.473684211	0.051903114
钟鼓楼	95	什刹海	863	43	0.452631579	0.049826188	Bell and Drum Towers	Shichahai Scenic Resort	43	0.452631579	0.049826188
钟鼓楼	95	恭王府	555	31	0.326315789	0.055855856	Bell and Drum Towers	Gong Wang Fu	31	0.326315789	0.055855856
钟鼓楼	95	后海	809	29	0.305263158	0.035846724	Bell and Drum Towers	Back Lakes Hou Hai	29	0.305263158	0.035846724
钟鼓楼	95	烟袋斜街	433	28	0.294736842	0.064665127	Bell and Drum Towers	Yandai Xie Street	28	0.294736842	0.064665127
钟鼓楼	95	鸦儿胡同	407	24	0.252631579	0.058968059	Bell and Drum Towers	Ya er Hutong	24	0.252631579	0.058968059
钟鼓楼	95	长安街	1388	22	0.231578947	0.015850144	Bell and Drum Towers	Chang an Street	22	0.231578947	0.015850144
钟鼓楼	95	雍和宫	530	20	0.210526316	0.037735849	Bell and Drum Towers	Lama Temple Yonghegong	20	0.210526316	0.037735849
钟鼓楼	95	前海	598	20	0.210526316	0.033444816	Bell and Drum Towers	Qainhai Lake	20	0.210526316	0.033444816
钟鼓楼	95	西海	569	19	0.2	0.033391916	Bell and Drum Towers	Beijing West Lakes Xi Hai	19	0.2	0.033391916
钟鼓楼	95	天安门广场	1345	19	0.2	0.014126394	Bell and Drum Towers	Tiananmen Square Tiananmen Guangchang	19	0.2	0.014126394
钟鼓楼	95	故宫	1155	17	0.178947368	0.014718615	Bell and Drum Towers	The Palace Museum	17	0.178947368	0.014718615
钟鼓楼	95	王府井	897	17	0.178947368	0.018952062	Bell and Drum Towers	Wangfujing Main Streeet	17	0.178947368	0.018952062
钟鼓楼	95	天坛	1115	16	0.168421053	0.014349776	Bell and Drum Towers	Temple of Heaven Tiantan Park	16	0.168421053	0.014349776
钟鼓楼	95	天安门	896	16	0.168421053	0.017857143	Bell and Drum Towers	Gate of Heavenly Peace Tian an Men	16	0.168421053	0.017857143
钟鼓楼	95	鸟巢	787	16	0.168421053	0.020330368	Bell and Drum Towers	Niaochao National Stadium	16	0.168421053	0.020330368
钟鼓楼	95	安定门	382	15	0.157894737	0.039267016	Bell and Drum Towers	Ding anmen	15	0.157894737	0.039267016
钟鼓楼	95	国子监	369	14	0.147368421	0.037940379	Bell and Drum Towers	Guo Zi Jian The Imperial College	14	0.147368421	0.037940379
钟鼓楼	95	奥林匹克公园	745	14	0.147368421	0.018791946	Bell and Drum Towers	Olympic Park	14	0.147368421	0.018791946
钟鼓楼	95	簋街	260	12	0.126315789	0.046153846	Bell and Drum Towers	Ghost Street Gui Jie	12	0.126315789	0.046153846
钟鼓楼	95	北京大学	1023	12	0.126315789	0.011730205	Bell and Drum Towers	Peking University Beijing Da Xue	12	0.126315789	0.011730205
钟鼓楼	95	王府井大街	728	11	0.115789474	0.01510989	Bell and Drum Towers	Wangfujing Street	11	0.115789474	0.01510989
钟鼓楼	95	王府井商业街	644	11	0.115789474	0.017080745	Bell and Drum Towers	Wangfujing Commercial Street	11	0.115789474	0.017080745
钟鼓楼	95	北海公园	533	11	0.115789474	0.020637899	Bell and Drum Towers	Beihai Park Beihai Gongyuan	11	0.115789474	0.020637899
钟鼓楼	95	商业街	743	10	0.105263158	0.01345895	Bell and Drum Towers	Commercial Street	10	0.105263158	0.01345895
钟鼓楼	95	八达岭	702	10	0.105263158	0.014245014	Bell and Drum Towers	Badaling National Forest Park	10	0.105263158	0.014245014
钟鼓楼	95	水立方	652	10	0.105263158	0.015337423	Bell and Drum Towers	Water Cube	10	0.105263158	0.015337423
钟鼓楼	95	文津街	482	10	0.105263158	0.020746888	Bell and Drum Towers	Wenjin Street	10	0.105263158	0.020746888
钟鼓楼	95	宋庆龄故居	119	10	0.105263158	0.084033613	Bell and Drum Towers	Peking Former Residence of Soong Ching Ling Song Qingling Guju	10	0.105263158	0.084033613
银锭桥	87	后海	809	78	0.896551724	0.096415328	Yinding Bridge	Back Lakes Hou Hai	78	0.896551724	0.096415328
银锭桥	87	什刹海	863	74	0.850574713	0.085747393	Yinding Bridge	Shichahai Scenic Resort	74	0.850574713	0.085747393
银锭桥	87	前海	598	66	0.75862069	0.110367893	Yinding Bridge	Qainhai Lake	66	0.75862069	0.110367893
银锭桥	87	烟袋斜街	433	55	0.632183908	0.127020785	Yinding Bridge	Yandai Xie Street	55	0.632183908	0.127020785
银锭桥	87	南锣鼓巷	867	55	0.632183908	0.06343714	Yinding Bridge	Nanluoguxiang	55	0.632183908	0.06343714
银锭桥	87	西海	569	53	0.609195402	0.09314587	Yinding Bridge	Beijing West Lakes Xi Hai	53	0.609195402	0.09314587
银锭桥	87	鸦儿胡同	407	51	0.586206897	0.125307125	Yinding Bridge	Ya er Hutong	51	0.586206897	0.125307125
银锭桥	87	恭王府	555	47	0.540229885	0.084684685	Yinding Bridge	Gong Wang Fu	47	0.540229885	0.084684685
银锭桥	87	故宫	1155	30	0.344827586	0.025974026	Yinding Bridge	The Palace Museum	30	0.344827586	0.025974026
银锭桥	87	天安门广场	1345	28	0.32183908	0.020817844	Yinding Bridge	Tiananmen Square Tiananmen Guangchang	28	0.32183908	0.020817844
银锭桥	87	雍和宫	530	24	0.275862069	0.045283019	Yinding Bridge	Lama Temple Yonghegong	24	0.275862069	0.045283019
银锭桥	87	长安街	1388	23	0.264367816	0.016570605	Yinding Bridge	Chang an Street	23	0.264367816	0.016570605
银锭桥	87	文津街	482	22	0.252873563	0.045643154	Yinding Bridge	Wenjin Street	22	0.252873563	0.045643154
银锭桥	87	北海公园	533	22	0.252873563	0.041275797	Yinding Bridge	Beihai Park Beihai Gongyuan	22	0.252873563	0.041275797
银锭桥	87	天安门	896	19	0.218390805	0.021205357	Yinding Bridge	Gate of Heavenly Peace Tian an Men	19	0.218390805	0.021205357
银锭桥	87	后三海	156	19	0.218390805	0.121794872	Yinding Bridge	The Three Rear Lakes Housanhai	19	0.218390805	0.121794872
银锭桥	87	宋庆龄故居	119	18	0.206896552	0.151260504	Yinding Bridge	Peking Former Residence of Soong Ching Ling Song Qingling Guju	18	0.206896552	0.151260504
银锭桥	87	王府井	897	16	0.183908046	0.017837235	Yinding Bridge	Wangfujing Main Streeet	16	0.183908046	0.017837235
银锭桥	87	安定门	382	15	0.172413793	0.039267016	Yinding Bridge	Ding anmen	15	0.172413793	0.039267016
银锭桥	87	国子监	369	15	0.172413793	0.040650407	Yinding Bridge	Guo Zi Jian The Imperial College	15	0.172413793	0.040650407
银锭桥	87	景山公园	408	14	0.16091954	0.034313725	Yinding Bridge	Jingshan Park Jingshan Gongyuan	14	0.16091954	0.034313725
银锭桥	87	北京大学	1023	14	0.16091954	0.013685239	Yinding Bridge	Peking University Beijing Da Xue	14	0.16091954	0.013685239
银锭桥	87	天坛	1115	12	0.137931034	0.010762332	Yinding Bridge	Temple of Heaven Tiantan Park	12	0.137931034	0.010762332
