景点名称	频数	景点名称	频数	共现频数	MAXC	MINC	景点名称	景点名称	共现频数	MAXC	MINC
毛主席纪念堂	416	文津街	482	94	0.225961538	0.195020747	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Wenjin Street	94	0.225961538	0.195020747
毛主席纪念堂	416	什刹海	863	84	0.201923077	0.097334878	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Shichahai Scenic Resort	84	0.201923077	0.097334878
毛主席纪念堂	416	祈年殿	555	76	0.182692308	0.136936937	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Hall of Prayer for Good Harvest	76	0.182692308	0.136936937
毛主席纪念堂	416	皇穹宇	550	76	0.182692308	0.138181818	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Imperial Vault of Heaven	76	0.182692308	0.138181818
毛主席纪念堂	416	南锣鼓巷	867	76	0.182692308	0.087658593	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Nanluoguxiang	76	0.182692308	0.087658593
毛主席纪念堂	416	后海	809	68	0.163461538	0.084054388	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Back Lakes Hou Hai	68	0.163461538	0.084054388
毛主席纪念堂	416	恭王府	555	59	0.141826923	0.106306306	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Gong Wang Fu	59	0.141826923	0.106306306
毛主席纪念堂	416	前海	598	57	0.137019231	0.095317726	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Qainhai Lake	57	0.137019231	0.095317726
毛主席纪念堂	416	西海	569	55	0.132211538	0.096660808	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Beijing West Lakes Xi Hai	55	0.132211538	0.096660808
毛主席纪念堂	416	北京大学	1023	47	0.112980769	0.045943304	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Peking University Beijing Da Xue	47	0.112980769	0.045943304
毛主席纪念堂	416	烟袋斜街	433	32	0.076923077	0.073903002	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Yandai Xie Street	32	0.076923077	0.073903002
毛主席纪念堂	416	鸟巢	787	28	0.067307692	0.035578145	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Niaochao National Stadium	28	0.067307692	0.035578145
毛主席纪念堂	416	雍和宫	530	27	0.064903846	0.050943396	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Lama Temple Yonghegong	27	0.064903846	0.050943396
毛主席纪念堂	416	奥林匹克公园	745	23	0.055288462	0.030872483	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Olympic Park	23	0.055288462	0.030872483
毛主席纪念堂	416	颐和园	926	21	0.050480769	0.022678186	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Summer Palace Yiheyuan	21	0.050480769	0.022678186
毛主席纪念堂	416	水立方	652	21	0.050480769	0.032208589	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Water Cube	21	0.050480769	0.032208589
毛主席纪念堂	416	大学	599	16	0.038461538	0.026711185	Chairman Mao Memorial Hall Maozhuxi Jiniantang	University	16	0.038461538	0.026711185
毛主席纪念堂	416	圆明园	743	15	0.036057692	0.020188425	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Old Summer Palace Yuanmingyuan	15	0.036057692	0.020188425
毛主席纪念堂	416	八达岭	702	12	0.028846154	0.017094017	Chairman Mao Memorial Hall Maozhuxi Jiniantang	Badaling National Forest Park	12	0.028846154	0.017094017
人民英雄纪念碑	412	毛主席纪念堂	416	387	0.939320388	0.930288462	Monument of the People s Heroes	Chairman Mao Memorial Hall Maozhuxi Jiniantang	387	0.939320388	0.930288462
人民英雄纪念碑	412	长安街	1388	346	0.839805825	0.249279539	Monument of the People s Heroes	Chang an Street	346	0.839805825	0.249279539
人民英雄纪念碑	412	天安门	896	285	0.691747573	0.318080357	Monument of the People s Heroes	Gate of Heavenly Peace Tian an Men	285	0.691747573	0.318080357
人民英雄纪念碑	412	故宫	1155	285	0.691747573	0.246753247	Monument of the People s Heroes	The Palace Museum	285	0.691747573	0.246753247
人民英雄纪念碑	412	人民大会堂	423	218	0.529126214	0.51536643	Monument of the People s Heroes	Great Hall of the People Renmin Dahuitang	218	0.529126214	0.51536643
人民英雄纪念碑	412	天坛	1115	179	0.434466019	0.160538117	Monument of the People s Heroes	Temple of Heaven Tiantan Park	179	0.434466019	0.160538117
人民英雄纪念碑	412	正阳门	502	133	0.322815534	0.264940239	Monument of the People s Heroes	Qianmen	133	0.322815534	0.264940239
人民英雄纪念碑	412	商业街	743	129	0.313106796	0.173620458	Monument of the People s Heroes	Commercial Street	129	0.313106796	0.173620458
人民英雄纪念碑	412	箭楼	512	118	0.286407767	0.23046875	Monument of the People s Heroes	Jianlou	118	0.286407767	0.23046875
人民英雄纪念碑	412	王府井	897	116	0.281553398	0.129319955	Monument of the People s Heroes	Wangfujing Main Streeet	116	0.281553398	0.129319955
人民英雄纪念碑	412	王府井大街	728	110	0.266990291	0.151098901	Monument of the People s Heroes	Wangfujing Street	110	0.266990291	0.151098901
人民英雄纪念碑	412	北海公园	533	104	0.252427184	0.195121951	Monument of the People s Heroes	Beihai Park Beihai Gongyuan	104	0.252427184	0.195121951
人民英雄纪念碑	412	大栅栏	550	104	0.252427184	0.189090909	Monument of the People s Heroes	Dashilan	104	0.252427184	0.189090909
人民英雄纪念碑	412	王府井商业街	644	100	0.242718447	0.155279503	Monument of the People s Heroes	Wangfujing Commercial Street	100	0.242718447	0.155279503
人民英雄纪念碑	412	文津街	482	98	0.237864078	0.203319502	Monument of the People s Heroes	Wenjin Street	98	0.237864078	0.203319502
人民英雄纪念碑	412	什刹海	863	90	0.218446602	0.10428737	Monument of the People s Heroes	Shichahai Scenic Resort	90	0.218446602	0.10428737
人民英雄纪念碑	412	南锣鼓巷	867	78	0.189320388	0.089965398	Monument of the People s Heroes	Nanluoguxiang	78	0.189320388	0.089965398
人民英雄纪念碑	412	祈年殿	555	70	0.169902913	0.126126126	Monument of the People s Heroes	Hall of Prayer for Good Harvest	70	0.169902913	0.126126126
人民英雄纪念碑	412	皇穹宇	550	70	0.169902913	0.127272727	Monument of the People s Heroes	Imperial Vault of Heaven	70	0.169902913	0.127272727
人民英雄纪念碑	412	后海	809	68	0.165048544	0.084054388	Monument of the People s Heroes	Back Lakes Hou Hai	68	0.165048544	0.084054388
人民英雄纪念碑	412	恭王府	555	64	0.155339806	0.115315315	Monument of the People s Heroes	Gong Wang Fu	64	0.155339806	0.115315315
人民英雄纪念碑	412	前海	598	59	0.143203883	0.098662207	Monument of the People s Heroes	Qainhai Lake	59	0.143203883	0.098662207
人民英雄纪念碑	412	西海	569	57	0.138349515	0.100175747	Monument of the People s Heroes	Beijing West Lakes Xi Hai	57	0.138349515	0.100175747
人民英雄纪念碑	412	北京大学	1023	44	0.106796117	0.043010753	Monument of the People s Heroes	Peking University Beijing Da Xue	44	0.106796117	0.043010753
人民英雄纪念碑	412	烟袋斜街	433	32	0.077669903	0.073903002	Monument of the People s Heroes	Yandai Xie Street	32	0.077669903	0.073903002
人民英雄纪念碑	412	鸟巢	787	29	0.07038835	0.036848793	Monument of the People s Heroes	Niaochao National Stadium	29	0.07038835	0.036848793
人民英雄纪念碑	412	雍和宫	530	27	0.065533981	0.050943396	Monument of the People s Heroes	Lama Temple Yonghegong	27	0.065533981	0.050943396
人民英雄纪念碑	412	奥林匹克公园	745	24	0.058252427	0.032214765	Monument of the People s Heroes	Olympic Park	24	0.058252427	0.032214765
人民英雄纪念碑	412	水立方	652	22	0.053398058	0.033742331	Monument of the People s Heroes	Water Cube	22	0.053398058	0.033742331
人民英雄纪念碑	412	颐和园	926	19	0.046116505	0.020518359	Monument of the People s Heroes	Summer Palace Yiheyuan	19	0.046116505	0.020518359
人民英雄纪念碑	412	圆明园	743	12	0.029126214	0.01615074	Monument of the People s Heroes	Old Summer Palace Yuanmingyuan	12	0.029126214	0.01615074
人民英雄纪念碑	412	八达岭	702	12	0.029126214	0.017094017	Monument of the People s Heroes	Badaling National Forest Park	12	0.029126214	0.017094017
人民英雄纪念碑	412	大学	599	12	0.029126214	0.020033389	Monument of the People s Heroes	University	12	0.029126214	0.020033389
人民英雄纪念碑	412	天安门广场	1345	413	1.002427184	0.307063197	Monument of the People s Heroes	Tiananmen Square Tiananmen Guangchang	413	1.002427184	0.307063197
景山公园	408	故宫	1155	397	0.973039216	0.343722944	Jingshan Park Jingshan Gongyuan	The Palace Museum	397	0.973039216	0.343722944
景山公园	408	天安门广场	1345	271	0.664215686	0.201486989	Jingshan Park Jingshan Gongyuan	Tiananmen Square Tiananmen Guangchang	271	0.664215686	0.201486989
景山公园	408	长安街	1388	257	0.629901961	0.185158501	Jingshan Park Jingshan Gongyuan	Chang an Street	257	0.629901961	0.185158501
景山公园	408	北海公园	533	228	0.558823529	0.427767355	Jingshan Park Jingshan Gongyuan	Beihai Park Beihai Gongyuan	228	0.558823529	0.427767355
景山公园	408	天安门	896	222	0.544117647	0.247767857	Jingshan Park Jingshan Gongyuan	Gate of Heavenly Peace Tian an Men	222	0.544117647	0.247767857
景山公园	408	文津街	482	210	0.514705882	0.435684647	Jingshan Park Jingshan Gongyuan	Wenjin Street	210	0.514705882	0.435684647
景山公园	408	什刹海	863	161	0.394607843	0.186558517	Jingshan Park Jingshan Gongyuan	Shichahai Scenic Resort	161	0.394607843	0.186558517
景山公园	408	后海	809	153	0.375	0.189122373	Jingshan Park Jingshan Gongyuan	Back Lakes Hou Hai	153	0.375	0.189122373
景山公园	408	前海	598	135	0.330882353	0.225752508	Jingshan Park Jingshan Gongyuan	Qainhai Lake	135	0.330882353	0.225752508
景山公园	408	南锣鼓巷	867	131	0.321078431	0.151095732	Jingshan Park Jingshan Gongyuan	Nanluoguxiang	131	0.321078431	0.151095732
景山公园	408	西海	569	127	0.31127451	0.223198594	Jingshan Park Jingshan Gongyuan	Beijing West Lakes Xi Hai	127	0.31127451	0.223198594
景山公园	408	人民英雄纪念碑	412	120	0.294117647	0.291262136	Jingshan Park Jingshan Gongyuan	Monument of the People s Heroes	120	0.294117647	0.291262136
景山公园	408	毛主席纪念堂	416	120	0.294117647	0.288461538	Jingshan Park Jingshan Gongyuan	Chairman Mao Memorial Hall Maozhuxi Jiniantang	120	0.294117647	0.288461538
景山公园	408	恭王府	555	94	0.230392157	0.169369369	Jingshan Park Jingshan Gongyuan	Gong Wang Fu	94	0.230392157	0.169369369
景山公园	408	王府井	897	94	0.230392157	0.104793757	Jingshan Park Jingshan Gongyuan	Wangfujing Main Streeet	94	0.230392157	0.104793757
景山公园	408	人民大会堂	423	88	0.215686275	0.208037825	Jingshan Park Jingshan Gongyuan	Great Hall of the People Renmin Dahuitang	88	0.215686275	0.208037825
景山公园	408	天坛	1115	88	0.215686275	0.078923767	Jingshan Park Jingshan Gongyuan	Temple of Heaven Tiantan Park	88	0.215686275	0.078923767
景山公园	408	商业街	743	78	0.191176471	0.104979812	Jingshan Park Jingshan Gongyuan	Commercial Street	78	0.191176471	0.104979812
景山公园	408	王府井大街	728	76	0.18627451	0.104395604	Jingshan Park Jingshan Gongyuan	Wangfujing Street	76	0.18627451	0.104395604
景山公园	408	烟袋斜街	433	74	0.181372549	0.170900693	Jingshan Park Jingshan Gongyuan	Yandai Xie Street	74	0.181372549	0.170900693
景山公园	408	王府井商业街	644	72	0.176470588	0.111801242	Jingshan Park Jingshan Gongyuan	Wangfujing Commercial Street	72	0.176470588	0.111801242
景山公园	408	正阳门	502	68	0.166666667	0.135458167	Jingshan Park Jingshan Gongyuan	Qianmen	68	0.166666667	0.135458167
景山公园	408	大栅栏	550	66	0.161764706	0.12	Jingshan Park Jingshan Gongyuan	Dashilan	66	0.161764706	0.12
景山公园	408	箭楼	512	62	0.151960784	0.12109375	Jingshan Park Jingshan Gongyuan	Jianlou	62	0.151960784	0.12109375
景山公园	408	北京大学	1023	43	0.105392157	0.042033236	Jingshan Park Jingshan Gongyuan	Peking University Beijing Da Xue	43	0.105392157	0.042033236
景山公园	408	雍和宫	530	35	0.085784314	0.066037736	Jingshan Park Jingshan Gongyuan	Lama Temple Yonghegong	35	0.085784314	0.066037736
景山公园	408	皇穹宇	550	28	0.068627451	0.050909091	Jingshan Park Jingshan Gongyuan	Imperial Vault of Heaven	28	0.068627451	0.050909091
景山公园	408	祈年殿	555	28	0.068627451	0.05045045	Jingshan Park Jingshan Gongyuan	Hall of Prayer for Good Harvest	28	0.068627451	0.05045045
景山公园	408	鸟巢	787	21	0.051470588	0.026683609	Jingshan Park Jingshan Gongyuan	Niaochao National Stadium	21	0.051470588	0.026683609
景山公园	408	奥林匹克公园	745	19	0.046568627	0.025503356	Jingshan Park Jingshan Gongyuan	Olympic Park	19	0.046568627	0.025503356
景山公园	408	颐和园	926	19	0.046568627	0.020518359	Jingshan Park Jingshan Gongyuan	Summer Palace Yiheyuan	19	0.046568627	0.020518359
景山公园	408	水立方	652	18	0.044117647	0.027607362	Jingshan Park Jingshan Gongyuan	Water Cube	18	0.044117647	0.027607362
景山公园	408	圆明园	743	16	0.039215686	0.02153432	Jingshan Park Jingshan Gongyuan	Old Summer Palace Yuanmingyuan	16	0.039215686	0.02153432
景山公园	408	大学	599	11	0.026960784	0.01836394	Jingshan Park Jingshan Gongyuan	University	11	0.026960784	0.01836394
景山公园	408	清华大学	532	11	0.026960784	0.020676692	Jingshan Park Jingshan Gongyuan	Tsinghua University	11	0.026960784	0.020676692
景山公园	408	八达岭	702	10	0.024509804	0.014245014	Jingshan Park Jingshan Gongyuan	Badaling National Forest Park	10	0.024509804	0.014245014
鸦儿胡同	407	南锣鼓巷	867	330	0.810810811	0.380622837	Ya er Hutong	Nanluoguxiang	330	0.810810811	0.380622837
鸦儿胡同	407	什刹海	863	314	0.771498771	0.363847045	Ya er Hutong	Shichahai Scenic Resort	314	0.771498771	0.363847045
鸦儿胡同	407	后海	809	279	0.685503686	0.34487021	Ya er Hutong	Back Lakes Hou Hai	279	0.685503686	0.34487021
鸦儿胡同	407	前海	598	259	0.636363636	0.433110368	Ya er Hutong	Qainhai Lake	259	0.636363636	0.433110368
鸦儿胡同	407	西海	569	251	0.616707617	0.44112478	Ya er Hutong	Beijing West Lakes Xi Hai	251	0.616707617	0.44112478
鸦儿胡同	407	恭王府	555	222	0.545454545	0.4	Ya er Hutong	Gong Wang Fu	222	0.545454545	0.4
鸦儿胡同	407	雍和宫	530	123	0.302211302	0.232075472	Ya er Hutong	Lama Temple Yonghegong	123	0.302211302	0.232075472
鸦儿胡同	407	故宫	1155	122	0.2997543	0.105627706	Ya er Hutong	The Palace Museum	122	0.2997543	0.105627706
鸦儿胡同	407	天安门广场	1345	106	0.26044226	0.078810409	Ya er Hutong	Tiananmen Square Tiananmen Guangchang	106	0.26044226	0.078810409
鸦儿胡同	407	天安门	896	102	0.250614251	0.113839286	Ya er Hutong	Gate of Heavenly Peace Tian an Men	102	0.250614251	0.113839286
鸦儿胡同	407	长安街	1388	100	0.245700246	0.07204611	Ya er Hutong	Chang an Street	100	0.245700246	0.07204611
鸦儿胡同	407	北海公园	533	100	0.245700246	0.187617261	Ya er Hutong	Beihai Park Beihai Gongyuan	100	0.245700246	0.187617261
鸦儿胡同	407	文津街	482	94	0.230958231	0.195020747	Ya er Hutong	Wenjin Street	94	0.230958231	0.195020747
鸦儿胡同	407	景山公园	408	66	0.162162162	0.161764706	Ya er Hutong	Jingshan Park Jingshan Gongyuan	66	0.162162162	0.161764706
鸦儿胡同	407	王府井	897	62	0.152334152	0.069119287	Ya er Hutong	Wangfujing Main Streeet	62	0.152334152	0.069119287
鸦儿胡同	407	天坛	1115	59	0.144963145	0.052914798	Ya er Hutong	Temple of Heaven Tiantan Park	59	0.144963145	0.052914798
鸦儿胡同	407	鸟巢	787	43	0.105651106	0.054637865	Ya er Hutong	Niaochao National Stadium	43	0.105651106	0.054637865
鸦儿胡同	407	北京大学	1023	43	0.105651106	0.042033236	Ya er Hutong	Peking University Beijing Da Xue	43	0.105651106	0.042033236
鸦儿胡同	407	王府井大街	728	40	0.098280098	0.054945055	Ya er Hutong	Wangfujing Street	40	0.098280098	0.054945055
鸦儿胡同	407	奥林匹克公园	745	40	0.098280098	0.053691275	Ya er Hutong	Olympic Park	40	0.098280098	0.053691275
鸦儿胡同	407	水立方	652	39	0.095823096	0.059815951	Ya er Hutong	Water Cube	39	0.095823096	0.059815951
鸦儿胡同	407	商业街	743	36	0.088452088	0.048452221	Ya er Hutong	Commercial Street	36	0.088452088	0.048452221
鸦儿胡同	407	王府井商业街	644	35	0.085995086	0.054347826	Ya er Hutong	Wangfujing Commercial Street	35	0.085995086	0.054347826
鸦儿胡同	407	人民大会堂	423	34	0.083538084	0.080378251	Ya er Hutong	Great Hall of the People Renmin Dahuitang	34	0.083538084	0.080378251
鸦儿胡同	407	大栅栏	550	33	0.081081081	0.06	Ya er Hutong	Dashilan	33	0.081081081	0.06
鸦儿胡同	407	毛主席纪念堂	416	31	0.076167076	0.074519231	Ya er Hutong	Chairman Mao Memorial Hall Maozhuxi Jiniantang	31	0.076167076	0.074519231
鸦儿胡同	407	人民英雄纪念碑	412	31	0.076167076	0.075242718	Ya er Hutong	Monument of the People s Heroes	31	0.076167076	0.075242718
鸦儿胡同	407	祈年殿	555	31	0.076167076	0.055855856	Ya er Hutong	Hall of Prayer for Good Harvest	31	0.076167076	0.055855856
鸦儿胡同	407	皇穹宇	550	31	0.076167076	0.056363636	Ya er Hutong	Imperial Vault of Heaven	31	0.076167076	0.056363636
鸦儿胡同	407	正阳门	502	29	0.071253071	0.057768924	Ya er Hutong	Qianmen	29	0.071253071	0.057768924
鸦儿胡同	407	八达岭	702	27	0.066339066	0.038461538	Ya er Hutong	Badaling National Forest Park	27	0.066339066	0.038461538
鸦儿胡同	407	箭楼	512	26	0.063882064	0.05078125	Ya er Hutong	Jianlou	26	0.063882064	0.05078125
鸦儿胡同	407	颐和园	926	21	0.051597052	0.022678186	Ya er Hutong	Summer Palace Yiheyuan	21	0.051597052	0.022678186
鸦儿胡同	407	大学	599	21	0.051597052	0.035058431	Ya er Hutong	University	21	0.051597052	0.035058431
鸦儿胡同	407	圆明园	743	15	0.036855037	0.020188425	Ya er Hutong	Old Summer Palace Yuanmingyuan	15	0.036855037	0.020188425
鸦儿胡同	407	清华大学	532	10	0.024570025	0.018796992	Ya er Hutong	Tsinghua University	10	0.024570025	0.018796992
鸦儿胡同	407	烟袋斜街	433	407	1	0.939953811	Ya er Hutong	Yandai Xie Street	407	1	0.939953811
安定门	382	雍和宫	530	293	0.767015707	0.552830189	Ding anmen	Lama Temple Yonghegong	293	0.767015707	0.552830189
安定门	382	南锣鼓巷	867	163	0.426701571	0.188004614	Ding anmen	Nanluoguxiang	163	0.426701571	0.188004614
安定门	382	什刹海	863	141	0.369109948	0.163383546	Ding anmen	Shichahai Scenic Resort	141	0.369109948	0.163383546
安定门	382	后海	809	125	0.327225131	0.154511743	Ding anmen	Back Lakes Hou Hai	125	0.327225131	0.154511743
安定门	382	鸦儿胡同	407	102	0.267015707	0.250614251	Ding anmen	Ya er Hutong	102	0.267015707	0.250614251
安定门	382	烟袋斜街	433	102	0.267015707	0.23556582	Ding anmen	Yandai Xie Street	102	0.267015707	0.23556582
安定门	382	恭王府	555	102	0.267015707	0.183783784	Ding anmen	Gong Wang Fu	102	0.267015707	0.183783784
安定门	382	前海	598	100	0.261780105	0.16722408	Ding anmen	Qainhai Lake	100	0.261780105	0.16722408
安定门	382	西海	569	98	0.256544503	0.172231986	Ding anmen	Beijing West Lakes Xi Hai	98	0.256544503	0.172231986
安定门	382	天坛	1115	86	0.22513089	0.077130045	Ding anmen	Temple of Heaven Tiantan Park	86	0.22513089	0.077130045
安定门	382	长安街	1388	74	0.193717277	0.053314121	Ding anmen	Chang an Street	74	0.193717277	0.053314121
安定门	382	天安门广场	1345	64	0.167539267	0.047583643	Ding anmen	Tiananmen Square Tiananmen Guangchang	64	0.167539267	0.047583643
安定门	382	鸟巢	787	62	0.162303665	0.078780178	Ding anmen	Niaochao National Stadium	62	0.162303665	0.078780178
安定门	382	故宫	1155	59	0.154450262	0.051082251	Ding anmen	The Palace Museum	59	0.154450262	0.051082251
安定门	382	王府井	897	57	0.14921466	0.063545151	Ding anmen	Wangfujing Main Streeet	57	0.14921466	0.063545151
安定门	382	北京大学	1023	57	0.14921466	0.055718475	Ding anmen	Peking University Beijing Da Xue	57	0.14921466	0.055718475
安定门	382	奥林匹克公园	745	57	0.14921466	0.076510067	Ding anmen	Olympic Park	57	0.14921466	0.076510067
安定门	382	皇穹宇	550	49	0.128272251	0.089090909	Ding anmen	Imperial Vault of Heaven	49	0.128272251	0.089090909
安定门	382	祈年殿	555	49	0.128272251	0.088288288	Ding anmen	Hall of Prayer for Good Harvest	49	0.128272251	0.088288288
安定门	382	水立方	652	49	0.128272251	0.075153374	Ding anmen	Water Cube	49	0.128272251	0.075153374
安定门	382	王府井大街	728	49	0.128272251	0.067307692	Ding anmen	Wangfujing Street	49	0.128272251	0.067307692
安定门	382	天安门	896	47	0.123036649	0.052455357	Ding anmen	Gate of Heavenly Peace Tian an Men	47	0.123036649	0.052455357
安定门	382	王府井商业街	644	42	0.109947644	0.065217391	Ding anmen	Wangfujing Commercial Street	42	0.109947644	0.065217391
安定门	382	北海公园	533	40	0.104712042	0.075046904	Ding anmen	Beihai Park Beihai Gongyuan	40	0.104712042	0.075046904
安定门	382	颐和园	926	40	0.104712042	0.043196544	Ding anmen	Summer Palace Yiheyuan	40	0.104712042	0.043196544
安定门	382	商业街	743	40	0.104712042	0.053835801	Ding anmen	Commercial Street	40	0.104712042	0.053835801
安定门	382	文津街	482	32	0.083769634	0.066390041	Ding anmen	Wenjin Street	32	0.083769634	0.066390041
安定门	382	大栅栏	550	31	0.081151832	0.056363636	Ding anmen	Dashilan	31	0.081151832	0.056363636
安定门	382	圆明园	743	30	0.078534031	0.040376851	Ding anmen	Old Summer Palace Yuanmingyuan	30	0.078534031	0.040376851
安定门	382	八达岭	702	28	0.073298429	0.03988604	Ding anmen	Badaling National Forest Park	28	0.073298429	0.03988604
安定门	382	大学	599	24	0.062827225	0.040066778	Ding anmen	University	24	0.062827225	0.040066778
安定门	382	正阳门	502	24	0.062827225	0.047808765	Ding anmen	Qianmen	24	0.062827225	0.047808765
安定门	382	箭楼	512	23	0.060209424	0.044921875	Ding anmen	Jianlou	23	0.060209424	0.044921875
安定门	382	清华大学	532	21	0.054973822	0.039473684	Ding anmen	Tsinghua University	21	0.054973822	0.039473684
安定门	382	景山公园	408	21	0.054973822	0.051470588	Ding anmen	Jingshan Park Jingshan Gongyuan	21	0.054973822	0.051470588
安定门	382	毛主席纪念堂	416	16	0.041884817	0.038461538	Ding anmen	Chairman Mao Memorial Hall Maozhuxi Jiniantang	16	0.041884817	0.038461538
安定门	382	人民英雄纪念碑	412	15	0.039267016	0.036407767	Ding anmen	Monument of the People s Heroes	15	0.039267016	0.036407767
安定门	382	人民大会堂	423	12	0.031413613	0.028368794	Ding anmen	Great Hall of the People Renmin Dahuitang	12	0.031413613	0.028368794
国子监	369	雍和宫	530	328	0.888888889	0.618867925	Guo Zi Jian The Imperial College	Lama Temple Yonghegong	328	0.888888889	0.618867925
国子监	369	安定门	382	314	0.850948509	0.821989529	Guo Zi Jian The Imperial College	Ding anmen	314	0.850948509	0.821989529
国子监	369	南锣鼓巷	867	181	0.490514905	0.208765859	Guo Zi Jian The Imperial College	Nanluoguxiang	181	0.490514905	0.208765859
国子监	369	后海	809	147	0.398373984	0.18170581	Guo Zi Jian The Imperial College	Back Lakes Hou Hai	147	0.398373984	0.18170581
国子监	369	什刹海	863	139	0.376693767	0.161066049	Guo Zi Jian The Imperial College	Shichahai Scenic Resort	139	0.376693767	0.161066049
国子监	369	恭王府	555	104	0.281842818	0.187387387	Guo Zi Jian The Imperial College	Gong Wang Fu	104	0.281842818	0.187387387
国子监	369	鸦儿胡同	407	102	0.276422764	0.250614251	Guo Zi Jian The Imperial College	Ya er Hutong	102	0.276422764	0.250614251
国子监	369	烟袋斜街	433	102	0.276422764	0.23556582	Guo Zi Jian The Imperial College	Yandai Xie Street	102	0.276422764	0.23556582
国子监	369	前海	598	100	0.27100271	0.16722408	Guo Zi Jian The Imperial College	Qainhai Lake	100	0.27100271	0.16722408
国子监	369	西海	569	96	0.260162602	0.168717047	Guo Zi Jian The Imperial College	Beijing West Lakes Xi Hai	96	0.260162602	0.168717047
国子监	369	天坛	1115	86	0.233062331	0.077130045	Guo Zi Jian The Imperial College	Temple of Heaven Tiantan Park	86	0.233062331	0.077130045
国子监	369	长安街	1388	72	0.195121951	0.051873199	Guo Zi Jian The Imperial College	Chang an Street	72	0.195121951	0.051873199
国子监	369	天安门广场	1345	59	0.159891599	0.043866171	Guo Zi Jian The Imperial College	Tiananmen Square Tiananmen Guangchang	59	0.159891599	0.043866171
国子监	369	鸟巢	787	57	0.154471545	0.072426938	Guo Zi Jian The Imperial College	Niaochao National Stadium	57	0.154471545	0.072426938
国子监	369	故宫	1155	57	0.154471545	0.049350649	Guo Zi Jian The Imperial College	The Palace Museum	57	0.154471545	0.049350649
国子监	369	王府井	897	53	0.143631436	0.059085842	Guo Zi Jian The Imperial College	Wangfujing Main Streeet	53	0.143631436	0.059085842
国子监	369	北京大学	1023	51	0.138211382	0.049853372	Guo Zi Jian The Imperial College	Peking University Beijing Da Xue	51	0.138211382	0.049853372
国子监	369	皇穹宇	550	51	0.138211382	0.092727273	Guo Zi Jian The Imperial College	Imperial Vault of Heaven	51	0.138211382	0.092727273
国子监	369	王府井大街	728	51	0.138211382	0.070054945	Guo Zi Jian The Imperial College	Wangfujing Street	51	0.138211382	0.070054945
国子监	369	奥林匹克公园	745	51	0.138211382	0.068456376	Guo Zi Jian The Imperial College	Olympic Park	51	0.138211382	0.068456376
国子监	369	祈年殿	555	49	0.132791328	0.088288288	Guo Zi Jian The Imperial College	Hall of Prayer for Good Harvest	49	0.132791328	0.088288288
国子监	369	水立方	652	49	0.132791328	0.075153374	Guo Zi Jian The Imperial College	Water Cube	49	0.132791328	0.075153374
国子监	369	北海公园	533	44	0.119241192	0.082551595	Guo Zi Jian The Imperial College	Beihai Park Beihai Gongyuan	44	0.119241192	0.082551595
国子监	369	天安门	896	43	0.116531165	0.047991071	Guo Zi Jian The Imperial College	Gate of Heavenly Peace Tian an Men	43	0.116531165	0.047991071
国子监	369	王府井商业街	644	43	0.116531165	0.066770186	Guo Zi Jian The Imperial College	Wangfujing Commercial Street	43	0.116531165	0.066770186
国子监	369	商业街	743	41	0.111111111	0.055181696	Guo Zi Jian The Imperial College	Commercial Street	41	0.111111111	0.055181696
国子监	369	文津街	482	39	0.105691057	0.080912863	Guo Zi Jian The Imperial College	Wenjin Street	39	0.105691057	0.080912863
国子监	369	颐和园	926	34	0.092140921	0.036717063	Guo Zi Jian The Imperial College	Summer Palace Yiheyuan	34	0.092140921	0.036717063
国子监	369	大栅栏	550	32	0.086720867	0.058181818	Guo Zi Jian The Imperial College	Dashilan	32	0.086720867	0.058181818
国子监	369	圆明园	743	27	0.073170732	0.036339166	Guo Zi Jian The Imperial College	Old Summer Palace Yuanmingyuan	27	0.073170732	0.036339166
国子监	369	正阳门	502	26	0.070460705	0.051792829	Guo Zi Jian The Imperial College	Qianmen	26	0.070460705	0.051792829
国子监	369	箭楼	512	24	0.06504065	0.046875	Guo Zi Jian The Imperial College	Jianlou	24	0.06504065	0.046875
国子监	369	景山公园	408	22	0.059620596	0.053921569	Guo Zi Jian The Imperial College	Jingshan Park Jingshan Gongyuan	22	0.059620596	0.053921569
国子监	369	大学	599	21	0.056910569	0.035058431	Guo Zi Jian The Imperial College	University	21	0.056910569	0.035058431
