F,B,0.000558964040078
E,F,1.55050742159e-05
B,A,0.0309194387645
B,C,0.304759822289
A,F,8.17996685479e-05
B,F,0.0677811450505
C,D,0.00180707810316
A,B,0.00193045049749
F,C,8.20961526185e-05
E,A,1.91074138765e-05
D,A,0.000893220286542
A,E,3.79296848505e-05
D,B,0.0898515309899
D,E,0.00510045095879
E,D,0.000356046804024
F,D,3.96267534513e-05
C,B,0.0169172402629
E,C,4.11379797206e-05
B,D,0.647973147663
C,F,0.000293985006262
F,A,0.000260514723719
D,C,0.00369801475226
D,F,0.000709827352583
C,E,0.000165236177882
F,E,6.54318987269e-06
C,A,0.00225990827754
E,B,0.000550188939383
A,D,0.000184392929407
B,E,0.0275658712063
A,C,0.00042688236178
