党中央,229,1.0,423,229
南北长,203,1.0,423,203
法定,96,0.888888888889,423,108
委员长,8,1.0,423,8
编辑,11,0.916666666667,423,12
常委,229,1.0,423,229
朱德,8,0.888888888889,423,9
绿地,104,0.881355932203,423,118
代表大会,229,1.0,423,229
节日,95,0.940594059406,423,101
人民大会堂,423,1.0,423,423
全国人大,230,1.0,423,230
国务院,229,0.87072243346,423,263
人民团体,229,1.0,423,229
部位,203,0.944186046512,423,215
